ad_id,xyz_campaign_id,fb_campaign_id,age,gender,interest,Impressions,Clicks,Spent,Spent Range,Total_Conversion,Approved_Conversion,CTR,CPC,Conversion_rate,CPA,Enquiry_to_Sale_rate
709761,916,104085,40-44,M,16,2861,0,0.0,0-50,1,0,0.0,,,,0.0
709899,916,104108,40-44,M,15,1398,0,0.0,0-50,1,1,0.0,,,0.0,100.0
709901,916,104109,40-44,M,16,23817,7,8.470000148,0-50,1,1,0.029390771297812486,1.2100000211428572,14.285714285714286,8.470000148,100.0
710045,916,104133,45-49,M,16,47224,12,15.82000017,0-50,1,0,0.025410808063696427,1.3183333475,0.0,,0.0
710088,916,104140,45-49,M,24,2283,1,1.470000029,0-50,1,0,0.043802014892685065,1.470000029,0.0,,0.0
710360,916,104185,45-49,M,21,2182,1,1.529999971,0-50,1,1,0.045829514207149404,1.529999971,100.0,1.529999971,100.0
710477,916,104205,30-34,F,16,2654,0,0.0,0-50,1,1,0.0,,,0.0,100.0
710480,916,104205,30-34,F,16,57665,14,18.06999969,0-50,1,1,0.024278158328275384,1.2907142635714286,7.142857142857143,18.06999969,100.0
710571,916,104220,30-34,F,32,3091,1,1.610000014,0-50,1,1,0.03235198964736331,1.610000014,100.0,1.610000014,100.0
710617,916,104228,30-34,F,15,5014,1,1.190000057,0-50,1,0,0.01994415636218588,1.190000057,0.0,,0.0
710623,916,104229,30-34,F,16,38726,7,9.220000267,0-50,1,0,0.018075711408356142,1.3171428952857143,0.0,,0.0
710628,916,104230,30-34,F,18,1473,0,0.0,0-50,1,0,0.0,,,,0.0
710682,916,104239,30-34,F,27,1186,0,0.0,0-50,1,0,0.0,,,,0.0
710763,916,104252,30-34,F,15,5369,1,1.50999999,0-50,1,0,0.018625442354255915,1.50999999,0.0,,0.0
710836,916,104265,30-34,F,29,22221,7,9.430000067,0-50,1,1,0.03150173259529274,1.3471428667142857,14.285714285714286,9.430000067,100.0
710867,916,104270,30-34,F,63,1185,0,0.0,0-50,1,0,0.0,,,,0.0
710880,916,104272,30-34,F,65,13019,5,6.960000038,0-50,1,0,0.038405407481373374,1.3920000076,0.0,,0.0
710961,916,104285,35-39,F,25,2508,1,1.220000029,0-50,1,0,0.03987240829346093,1.220000029,0.0,,0.0
710968,916,104287,35-39,F,27,5864,2,2.799999952,0-50,1,1,0.034106412005457026,1.399999976,50.0,2.799999952,100.0
711217,916,104328,35-39,F,20,2783,1,1.600000024,0-50,1,0,0.035932446999640676,1.600000024,0.0,,0.0
711623,916,104396,40-44,F,15,3812,1,1.129999995,0-50,2,1,0.026232948583420776,1.129999995,100.0,1.129999995,50.0
711764,916,104419,45-49,F,10,11199,4,5.730000019,0-50,1,1,0.03571747477453344,1.43250000475,25.0,5.730000019,100.0
711785,916,104423,45-49,F,19,292,0,0.0,0-50,1,0,0.0,,,,0.0
711877,916,104438,45-49,F,63,17572,7,9.379999995,0-50,1,0,0.0398361028909629,1.3399999992857143,0.0,,0.0
712052,916,104467,45-49,F,10,1448,0,0.0,0-50,1,1,0.0,,,0.0,100.0
734209,936,108654,30-34,M,10,1772,0,0.0,0-50,1,1,0.0,,,0.0,100.0
734210,936,108654,30-34,M,10,13329,4,5.629999995,0-50,1,1,0.03000975316978018,1.40749999875,25.0,5.629999995,100.0
734215,936,108655,30-34,M,15,13659,3,3.840000033,0-50,1,0,0.021963540522732264,1.280000011,0.0,,0.0
734243,936,108660,30-34,M,21,739,0,0.0,0-50,1,1,0.0,,,0.0,100.0
734266,936,108664,30-34,M,25,605,0,0.0,0-50,1,0,0.0,,,,0.0
734272,936,108665,30-34,M,26,1030,0,0.0,0-50,1,0,0.0,,,,0.0
734290,936,108668,30-34,M,29,5374,1,1.039999962,0-50,4,0,0.018608113137327874,1.039999962,0.0,,0.0
734313,936,108672,30-34,M,36,790,0,0.0,0-50,1,1,0.0,,,0.0,100.0
734314,936,108672,30-34,M,36,962,0,0.0,0-50,1,0,0.0,,,,0.0
734352,936,108678,35-39,M,10,4423,1,1.460000038,0-50,1,1,0.022609088853719195,1.460000038,100.0,1.460000038,100.0
734361,936,108680,35-39,M,16,12382,2,2.839999914,0-50,1,1,0.016152479405588758,1.419999957,50.0,2.839999914,100.0
734381,936,108683,35-39,M,20,2938,1,1.350000024,0-50,1,1,0.03403675970047652,1.350000024,100.0,1.350000024,100.0
734399,936,108686,35-39,M,23,239,0,0.0,0-50,1,0,0.0,,,,0.0
734418,936,108689,35-39,M,26,591,0,0.0,0-50,1,0,0.0,,,,0.0
734421,936,108690,35-39,M,27,10332,4,5.75,0-50,1,0,0.03871467286101433,1.4375,0.0,,0.0
734427,936,108691,35-39,M,28,8259,3,3.980000019,0-50,1,0,0.03632401017072285,1.326666673,0.0,,0.0
734433,936,108692,35-39,M,29,12158,3,4.449999928,0-50,1,0,0.024675111037999672,1.4833333093333334,0.0,,0.0
734582,936,108716,40-44,M,29,7709,2,1.320000052,0-50,2,0,0.02594370216629913,0.660000026,0.0,,0.0
734605,936,108720,40-44,M,36,834,0,0.0,0-50,1,0,0.0,,,,0.0
734660,936,108729,45-49,M,18,1299,0,0.0,0-50,2,0,0.0,,,,0.0
734666,936,108730,45-49,M,19,371,0,0.0,0-50,1,0,0.0,,,,0.0
734726,936,108740,45-49,M,29,10466,3,4.090000033,0-50,1,0,0.02866424613032677,1.3633333443333333,0.0,,0.0
734737,936,108742,45-49,M,31,839,0,0.0,0-50,1,0,0.0,,,,0.0
734785,936,108750,30-34,F,10,5576,1,1.529999971,0-50,1,1,0.017934002869440458,1.529999971,100.0,1.529999971,100.0
734794,936,108752,30-34,F,16,4010,0,0.0,0-50,1,0,0.0,,,,0.0
734796,936,108752,30-34,F,16,39337,7,10.03000009,0-50,1,1,0.017794951318097465,1.4328571557142857,14.285714285714286,10.03000009,100.0
734800,936,108753,30-34,F,18,1635,0,0.0,0-50,1,0,0.0,,,,0.0
734803,936,108753,30-34,F,18,1631,0,0.0,0-50,1,0,0.0,,,,0.0
734852,936,108761,30-34,F,26,13479,3,4.25,0-50,1,0,0.022256843979523704,1.4166666666666667,0.0,,0.0
734854,936,108762,30-34,F,27,57022,13,20.29000032,0-50,3,3,0.02279821823155975,1.5607692553846155,23.076923076923077,6.76333344,100.0
734856,936,108762,30-34,F,27,5453,1,1.389999986,0-50,1,1,0.018338529249954154,1.389999986,100.0,1.389999986,100.0
734866,936,108764,30-34,F,29,11803,3,4.440000057,0-50,1,0,0.025417266796577142,1.480000019,0.0,,0.0
734881,936,108766,30-34,F,31,4259,1,1.570000052,0-50,1,1,0.0234796900680911,1.570000052,100.0,1.570000052,100.0
734901,936,108770,30-34,F,64,1554,0,0.0,0-50,1,0,0.0,,,,0.0
734903,936,108770,30-34,F,64,5323,1,1.289999962,0-50,1,1,0.0187863986473793,1.289999962,100.0,1.289999962,100.0
734925,936,108774,35-39,F,10,5024,1,1.409999967,0-50,1,1,0.019904458598726114,1.409999967,100.0,1.409999967,100.0
734939,936,108776,35-39,F,16,104648,24,33.33000004,0-50,4,2,0.022934026450577173,1.3887500016666667,8.333333333333334,16.66500002,50.0
734968,936,108781,35-39,F,22,8504,3,3.340000093,0-50,1,1,0.03527751646284102,1.1133333643333334,33.333333333333336,3.340000093,100.0
734999,936,108786,35-39,F,27,20277,6,8.050000072,0-50,1,0,0.029590176061547565,1.3416666786666667,0.0,,0.0
735014,936,108788,35-39,F,29,12403,4,5.210000038,0-50,1,1,0.032250262033379024,1.3025000095,25.0,5.210000038,100.0
735032,936,108791,35-39,F,32,498,0,0.0,0-50,1,1,0.0,,,0.0,100.0
735033,936,108792,35-39,F,36,652,0,0.0,0-50,0,0,0.0,,,,
735043,936,108793,35-39,F,63,1357,0,0.0,0-50,1,1,0.0,,,0.0,100.0
735048,936,108794,35-39,F,64,1393,0,0.0,0-50,1,0,0.0,,,,0.0
735065,936,108797,40-44,F,7,648,0,0.0,0-50,1,0,0.0,,,,0.0
735109,936,108804,40-44,F,21,708,0,0.0,0-50,1,1,0.0,,,0.0,100.0
735140,936,108809,40-44,F,26,6907,2,2.349999964,0-50,1,0,0.028956131460836834,1.174999982,0.0,,0.0
735143,936,108810,40-44,F,27,39035,13,19.32999957,0-50,1,0,0.033303445625720504,1.4869230438461538,0.0,,0.0
735151,936,108811,40-44,F,28,926,0,0.0,0-50,1,0,0.0,,,,0.0
735184,936,108817,40-44,F,63,4412,1,1.450000048,0-50,1,0,0.022665457842248413,1.450000048,0.0,,0.0
735189,936,108818,40-44,F,64,9965,3,4.050000072,0-50,1,0,0.030105368790767688,1.3500000239999999,0.0,,0.0
735213,936,108822,45-49,F,10,73634,23,32.97999978,0-50,1,0,0.031235570524485973,1.4339130339130435,0.0,,0.0
735220,936,108823,45-49,F,15,69708,20,31.28999949,0-50,1,0,0.028691111493659265,1.5644999745,0.0,,0.0
735242,936,108826,45-49,F,19,530,0,0.0,0-50,1,0,0.0,,,,0.0
735247,936,108827,45-49,F,20,14257,6,8.789999962,0-50,1,0,0.04208459002595216,1.4649999936666667,0.0,,0.0
735289,936,108834,45-49,F,27,20362,5,9.119999886,0-50,1,1,0.02455554464198016,1.8239999772000002,20.0,9.119999886,100.0
735290,936,108834,45-49,F,27,12215,4,6.26000011,0-50,1,0,0.03274662300450266,1.5650000275,0.0,,0.0
735298,936,108836,45-49,F,29,85412,28,38.63999999,0-50,2,1,0.03278227883669742,1.3799999996428571,3.5714285714285716,38.63999999,50.0
736869,936,109448,30-34,M,2,2338,1,0.239999995,0-50,1,0,0.0427715996578272,0.239999995,0.0,,0.0
736890,936,109451,30-34,M,15,2522,0,0.0,0-50,1,0,0.0,,,,0.0
736893,936,109452,30-34,M,16,3587,0,0.0,0-50,1,0,0.0,,,,0.0
736977,936,109470,30-34,M,27,1273,0,0.0,0-50,1,0,0.0,,,,0.0
736988,936,109472,30-34,M,28,3891,1,1.090000033,0-50,1,0,0.025700334104343355,1.090000033,0.0,,0.0
736995,936,109473,30-34,M,29,1888,0,0.0,0-50,1,0,0.0,,,,0.0
736997,936,109473,30-34,M,29,1895,0,0.0,0-50,1,0,0.0,,,,0.0
737097,936,109498,35-39,M,7,715,0,0.0,0-50,1,0,0.0,,,,0.0
737130,936,109507,35-39,M,16,11199,2,2.680000067,0-50,1,0,0.01785873738726672,1.3400000335,0.0,,0.0
737320,936,109553,35-39,M,63,5676,2,3.00999999,0-50,1,0,0.035236081747709654,1.504999995,0.0,,0.0
737375,936,109565,40-44,M,10,1415,0,0.0,0-50,1,0,0.0,,,,0.0
737524,936,109601,40-44,M,30,2148,1,1.580000043,0-50,1,1,0.04655493482309125,1.580000043,100.0,1.580000043,100.0
737644,936,109629,45-49,M,16,45401,10,14.06000042,0-50,1,0,0.022025946565053633,1.406000042,0.0,,0.0
737657,936,109633,45-49,M,18,7478,2,2.900000095,0-50,1,1,0.026745119015779622,1.4500000475,50.0,2.900000095,100.0
737658,936,109633,45-49,M,18,4919,1,1.590000033,0-50,1,0,0.020329335230737954,1.590000033,0.0,,0.0
737674,936,109637,45-49,M,20,533,0,0.0,0-50,1,1,0.0,,,0.0,100.0
737766,936,109659,45-49,M,29,1447,0,0.0,0-50,1,1,0.0,,,0.0,100.0
737896,936,109689,30-34,F,16,17553,3,4.590000153,0-50,1,0,0.017091095539224065,1.530000051,0.0,,0.0
737931,936,109698,30-34,F,20,3343,1,0.540000021,0-50,1,0,0.029913251570445706,0.540000021,0.0,,0.0
737961,936,109706,30-34,F,23,523,0,0.0,0-50,1,0,0.0,,,,0.0
737995,936,109714,30-34,F,26,1873,0,0.0,0-50,1,0,0.0,,,,0.0
738006,936,109717,30-34,F,27,34740,7,13.41000009,0-50,1,1,0.020149683362118594,1.9157142985714286,14.285714285714286,13.41000009,100.0
738067,936,109731,30-34,F,32,658,0,0.0,0-50,1,0,0.0,,,,0.0
738098,936,109738,30-34,F,64,1539,0,0.0,0-50,1,0,0.0,,,,0.0
738307,936,109788,35-39,F,31,3010,1,0.860000014,0-50,1,1,0.03322259136212625,0.860000014,100.0,0.860000014,100.0
738389,936,109808,40-44,F,10,27081,9,10.77000046,0-50,1,1,0.03323363243602526,1.1966667177777779,11.11111111111111,10.77000046,100.0
738408,936,109813,40-44,F,16,20233,4,5.590000153,0-50,3,0,0.019769683190826868,1.39750003825,0.0,,0.0
738413,936,109813,40-44,F,16,147159,36,58.16000044,50-150,3,1,0.02446333557580576,1.6155555677777778,2.7777777777777777,58.16000044,33.333333333333336
738423,936,109816,40-44,F,18,21664,7,10.61999977,0-50,1,1,0.03231166912850812,1.5171428242857143,14.285714285714286,10.61999977,100.0
738436,936,109820,40-44,F,19,9112,4,5.460000038,0-50,1,1,0.043898156277436345,1.3650000095,25.0,5.460000038,100.0
738463,936,109826,40-44,F,21,542,0,0.0,0-50,1,0,0.0,,,,0.0
738528,936,109839,40-44,F,30,402,0,0.0,0-50,1,1,0.0,,,0.0,100.0
738560,936,109844,40-44,F,64,1338,0,0.0,0-50,1,0,0.0,,,,0.0
738582,936,109848,45-49,F,10,46150,15,20.17999983,0-50,1,1,0.032502708559046585,1.3453333219999999,6.666666666666667,20.17999983,100.0
738592,936,109850,45-49,F,16,493821,116,176.3799977,150-250,4,1,0.02349029304140569,1.520517221551724,0.8620689655172413,176.3799977,25.0
738593,936,109850,45-49,F,16,92011,27,34.39000046,0-50,2,1,0.029344317527252178,1.273703720740741,3.7037037037037037,34.39000046,50.0
738598,936,109851,45-49,F,18,12956,4,5.49000001,0-50,1,1,0.030873726458783574,1.3725000025,25.0,5.49000001,100.0
738606,936,109852,45-49,F,19,529,0,0.0,0-50,1,0,0.0,,,,0.0
738637,936,109857,45-49,F,24,944,1,1.419999957,0-50,1,0,0.1059322033898305,1.419999957,0.0,,0.0
738648,936,109859,45-49,F,26,111090,38,51.97000027,50-150,5,1,0.03420649923485462,1.3676315860526316,2.6315789473684212,51.97000027,20.0
747212,936,110836,30-34,M,10,7208,2,3.190000057,0-50,1,0,0.02774694783573807,1.5950000285,0.0,,0.0
747213,936,110836,30-34,M,10,1746,0,0.0,0-50,1,0,0.0,,,,0.0
747220,936,110837,30-34,M,15,2474,0,0.0,0-50,2,2,0.0,,,0.0,100.0
747222,936,110838,30-34,M,16,12489,2,1.960000038,0-50,1,0,0.016014092401313157,0.980000019,0.0,,0.0
747223,936,110838,30-34,M,16,8032,1,0.600000024,0-50,2,0,0.01245019920318725,0.600000024,0.0,,0.0
747248,936,110842,30-34,M,21,472,0,0.0,0-50,1,1,0.0,,,0.0,100.0
747332,936,110856,30-34,M,64,792,0,0.0,0-50,1,1,0.0,,,0.0,100.0
747362,936,110861,35-39,M,15,4607,1,1.149999976,0-50,1,1,0.021706099413935316,1.149999976,100.0,1.149999976,100.0
747369,936,110862,35-39,M,16,13355,2,3.180000067,0-50,1,1,0.01497566454511419,1.5900000335,50.0,3.180000067,100.0
747370,936,110862,35-39,M,16,2936,0,0.0,0-50,1,0,0.0,,,,0.0
747401,936,110867,35-39,M,22,2793,1,0.980000019,0-50,1,1,0.03580379520229144,0.980000019,100.0,0.980000019,100.0
747435,936,110873,35-39,M,28,1032,0,0.0,0-50,1,0,0.0,,,,0.0
747439,936,110874,35-39,M,29,1662,0,0.0,0-50,1,1,0.0,,,0.0,100.0
747489,936,110882,40-44,M,2,4016,2,1.480000049,0-50,1,1,0.049800796812749,0.7400000245,50.0,1.480000049,100.0
747514,936,110886,40-44,M,16,14843,3,2.939999938,0-50,1,1,0.02021154753082261,0.9799999793333334,33.333333333333336,2.939999938,100.0
747645,936,110908,45-49,M,10,9674,3,4.600000024,0-50,1,1,0.031010957204879057,1.5333333413333332,33.333333333333336,4.600000024,100.0
747659,936,110910,45-49,M,16,12186,2,2.669999957,0-50,1,0,0.016412276382734285,1.3349999785,0.0,,0.0
747675,936,110913,45-49,M,20,673,0,0.0,0-50,1,0,0.0,,,,0.0
747678,936,110914,45-49,M,21,370,0,0.0,0-50,1,1,0.0,,,0.0,100.0
747712,936,110919,45-49,M,26,450,0,0.0,0-50,1,1,0.0,,,0.0,100.0
747790,936,110932,30-34,F,10,2077,0,0.0,0-50,1,1,0.0,,,0.0,100.0
747791,936,110932,30-34,F,10,31393,8,10.96000051,0-50,1,1,0.025483388016436785,1.37000006375,12.5,10.96000051,100.0
747795,936,110933,30-34,F,15,8410,2,2.359999895,0-50,1,1,0.023781212841854936,1.1799999475,50.0,2.359999895,100.0
747798,936,110934,30-34,F,16,25884,5,7.350000143,0-50,1,0,0.019316952557564517,1.4700000286,0.0,,0.0
747824,936,110938,30-34,F,21,608,0,0.0,0-50,1,1,0.0,,,0.0,100.0
747828,936,110939,30-34,F,22,28488,10,9.340000033,0-50,1,0,0.035102499297950014,0.9340000033000001,0.0,,0.0
747852,936,110943,30-34,F,26,10126,3,4.619999886,0-50,1,0,0.02962670353545329,1.5399999619999998,0.0,,0.0
747859,936,110944,30-34,F,27,22572,5,8.5,0-50,1,0,0.022151337940811627,1.7,0.0,,0.0
747863,936,110944,30-34,F,27,1955,0,0.0,0-50,1,1,0.0,,,0.0,100.0
747879,936,110947,30-34,F,30,493,0,0.0,0-50,1,0,0.0,,,,0.0
747903,936,110951,30-34,F,63,1491,0,0.0,0-50,1,1,0.0,,,0.0,100.0
747911,936,110952,30-34,F,64,1495,0,0.0,0-50,1,1,0.0,,,0.0,100.0
747968,936,110962,35-39,F,21,512,0,0.0,0-50,0,0,0.0,,,,
747991,936,110966,35-39,F,25,4868,2,2.420000076,0-50,1,0,0.041084634346754315,1.210000038,0.0,,0.0
748000,936,110967,35-39,F,26,6585,2,2.950000048,0-50,1,0,0.030372057706909643,1.475000024,0.0,,0.0
748007,936,110968,35-39,F,27,10164,2,3.720000029,0-50,1,1,0.01967729240456513,1.8600000145,50.0,3.720000029,100.0
748014,936,110970,35-39,F,29,11182,4,4.449999809,0-50,1,0,0.03577177606868181,1.11249995225,0.0,,0.0
748045,936,110975,35-39,F,63,1238,0,0.0,0-50,1,0,0.0,,,,0.0
748086,936,110982,40-44,F,16,34127,8,13.07000017,0-50,1,0,0.023441849561930437,1.63375002125,0.0,,0.0
748087,936,110982,40-44,F,16,29466,7,10.84999967,0-50,2,0,0.023756193579040248,1.5499999528571429,0.0,,0.0
748089,936,110982,40-44,F,16,38759,9,10.84999967,0-50,1,0,0.023220413323357156,1.205555518888889,0.0,,0.0
748091,936,110982,40-44,F,16,41720,10,12.06000006,0-50,1,1,0.023969319271332695,1.206000006,10.0,12.06000006,100.0
748225,936,111005,45-49,F,15,18602,5,8.860000134,0-50,1,0,0.026878830233308247,1.7720000268,0.0,,0.0
748230,936,111006,45-49,F,16,83929,21,27.72999954,0-50,4,1,0.025021148828176198,1.3204761685714286,4.761904761904762,27.72999954,25.0
748231,936,111006,45-49,F,16,25194,6,7.349999905,0-50,1,0,0.023815194093831864,1.2249999841666666,0.0,,0.0
748233,936,111006,45-49,F,16,78627,19,26.53000045,0-50,1,0,0.0241647271293576,1.3963158131578948,0.0,,0.0
748235,936,111006,45-49,F,16,102695,25,39.42999983,0-50,3,0,0.024343931057987243,1.5771999932,0.0,,0.0
748294,936,111016,45-49,F,27,82827,24,47.93000031,0-50,3,0,0.028976058531638232,1.99708334625,0.0,,0.0
748295,936,111016,45-49,F,27,9240,3,6.039999962,0-50,1,0,0.032467532467532464,2.0133333206666664,0.0,,0.0
748303,936,111018,45-49,F,29,7706,2,2.369999886,0-50,1,0,0.025953802232026993,1.184999943,0.0,,0.0
748314,936,111020,45-49,F,31,7821,4,6.340000153,0-50,1,1,0.051144354941823296,1.58500003825,25.0,6.340000153,100.0
748341,936,111024,45-49,F,64,1363,0,0.0,0-50,1,1,0.0,,,0.0,100.0
776318,936,115484,45-49,F,15,3569,0,0.0,0-50,1,1,0.0,,,0.0,100.0
776322,936,115485,45-49,F,16,119063,34,53.21999949,50-150,1,0,0.02855631052468021,1.5652941026470588,0.0,,0.0
776323,936,115485,45-49,F,16,99078,23,35.79999948,0-50,2,0,0.023214033387835845,1.556521716521739,0.0,,0.0
776325,936,115485,45-49,F,16,452398,114,180.2200012,150-250,1,0,0.025199050393679902,1.5808772035087721,0.0,,0.0
776334,936,115487,45-49,F,10,191223,48,76.41000056,50-150,1,0,0.025101582968575956,1.5918750116666667,0.0,,0.0
776336,936,115487,45-49,F,10,22216,6,9.549999952,0-50,1,0,0.02700756211739287,1.5916666586666668,0.0,,0.0
776338,936,115487,45-49,F,10,48291,11,18.01999998,0-50,1,0,0.02277857157648423,1.6381818163636366,0.0,,0.0
776353,936,115490,40-44,F,63,27559,8,13.37,0-50,1,0,0.0290286294858304,1.67125,0.0,,0.0
776373,936,115493,45-49,F,25,10194,4,4.590000033,0-50,2,1,0.039238767902687856,1.14750000825,25.0,4.590000033,50.0
776383,936,115495,45-49,F,23,1168,0,0.0,0-50,1,1,0.0,,,0.0,100.0
776405,936,115498,45-49,F,21,40126,16,25.86000001,0-50,1,0,0.03987439565369087,1.616250000625,0.0,,0.0
776416,936,115500,45-49,F,19,3659,1,0.49000001,0-50,1,1,0.027329871549603715,0.49000001,100.0,0.49000001,100.0
776430,936,115503,30-34,M,10,3200,0,0.0,0-50,1,0,0.0,,,,0.0
776464,936,115508,45-49,F,29,7550,1,1.679999948,0-50,1,1,0.013245033112582781,1.679999948,100.0,1.679999948,100.0
776469,936,115509,45-49,F,28,45397,15,25.41999936,0-50,1,1,0.03304183095799282,1.694666624,6.666666666666667,25.41999936,100.0
776473,936,115510,30-34,M,16,23086,2,3.310000062,0-50,1,1,0.008663259118080222,1.655000031,50.0,3.310000062,100.0
776475,936,115510,30-34,M,16,16425,1,1.549999952,0-50,1,0,0.0060882800608828,1.549999952,0.0,,0.0
776476,936,115510,30-34,M,16,43756,5,5.439999938,0-50,0,0,0.011427004296553616,1.0879999876,0.0,,
776477,936,115510,30-34,M,16,9982,0,0.0,0-50,1,0,0.0,,,,0.0
776489,936,115512,45-49,F,26,175389,55,81.60999787,50-150,1,0,0.031358865151178236,1.4838181430909092,0.0,,0.0
776494,936,115513,30-34,M,15,7015,0,0.0,0-50,1,0,0.0,,,,0.0
776515,936,115517,45-49,F,65,12706,3,4.98999989,0-50,1,1,0.023610892491736188,1.6633332966666667,33.333333333333336,4.98999989,100.0
776519,936,115517,45-49,F,65,70702,20,31.7099998,0-50,1,0,0.028287742920992336,1.58549999,0.0,,0.0
776533,936,115520,45-49,F,63,63927,16,25.52000046,0-50,2,0,0.025028548187776684,1.59500002875,0.0,,0.0
776534,936,115520,45-49,F,63,15105,3,4.25999999,0-50,1,0,0.019860973187686197,1.4199999966666665,0.0,,0.0
776538,936,115521,30-34,F,15,8774,1,1.830000043,0-50,1,0,0.01139731023478459,1.830000043,0.0,,0.0
776551,936,115523,30-34,F,16,14459,1,1.389999986,0-50,1,0,0.006916107614634483,1.389999986,0.0,,0.0
776552,936,115523,30-34,F,16,21596,2,2.809999943,0-50,1,0,0.009260974254491572,1.4049999715,0.0,,0.0
776553,936,115523,30-34,F,16,66765,8,11.04999971,0-50,1,0,0.011982326069048154,1.38124996375,0.0,,0.0
776563,936,115525,30-34,F,7,1369,0,0.0,0-50,1,1,0.0,,,0.0,100.0
776579,936,115527,30-34,F,10,26910,5,7.229999781,0-50,1,0,0.01858045336306206,1.4459999562,0.0,,0.0
776603,936,115531,30-34,F,2,506,0,0.0,0-50,1,0,0.0,,,,0.0
776615,936,115533,45-49,M,63,11988,3,4.269999862,0-50,1,0,0.025025025025025027,1.4233332873333333,0.0,,0.0
776623,936,115535,45-49,M,64,19353,6,9.4799999,0-50,1,1,0.03100294527980158,1.5799999833333331,16.666666666666668,9.4799999,100.0
776631,936,115536,40-44,M,29,10960,2,2.890000105,0-50,1,0,0.01824817518248175,1.4450000525,0.0,,0.0
776643,936,115538,30-34,M,15,33491,6,10.56999969,0-50,2,1,0.017915260816338718,1.761666615,16.666666666666668,10.56999969,50.0
776644,936,115538,30-34,M,15,20083,2,3.200000048,0-50,2,1,0.009958671513220137,1.600000024,50.0,3.200000048,50.0
776659,936,115541,30-34,M,16,8817,0,0.0,0-50,1,1,0.0,,,0.0,100.0
776661,936,115541,30-34,M,16,15466,1,0.970000029,0-50,1,0,0.00646579593948015,0.970000029,0.0,,0.0
776662,936,115541,30-34,M,16,27072,3,4.370000005,0-50,1,0,0.011081560283687944,1.4566666683333331,0.0,,0.0
